,productnaam,prijs
2529,icy dock mb601m2k-1b case voor opslagstations,193
2530,"startech.com set van 5 2,5 inch ssd/hdd montagebeugel voor 3,5 inch drive bay",31
2531,"qnap tl-r1200c-rp behuizing voor opslagstations 2.5/3.5"" hdd-/ssd-behuizing zwart, grijs",1070
2532,"qnap ts-h1277xu-rp 3700x ethernet lan rack (2u) zwart, grijs nas",7480
2533,"startech.com s251bmu3fp behuizing voor opslagstations 2.5"" hdd-/ssd-behuizing zwart",108
2534,"dell 400-bjsi interne harde schijf 3.5"" 4000 gb sata iii",130
2535,"fujitsu s26361-f5729-l990 interne harde schijf 2.5"" 900 gb sas",469
2536,qnap 8-bay nas quad-core 1.7 ghz rackmount,1540
2537,"fujitsu s26361-f5550-l912 interne harde schijf 2.5"" 1200 gb sas",469
2538,icy box ib-ac620-cr hardcase geheugenkaarten,14
2539,"hewlett packard enterprise q2r41a interne harde schijf 2.5"" 2400 gb sas",449
2540,"seagate exos x18 3.5"" 16000 gb sas",379
2541,inter-tech k-1685 sdd-behuizing zwart m.2,52
2542,qnap ts-1283xu-rp nas rack (2u) ethernet lan zwart e-2124,4000
2543,"fujitsu etvdg6-l interne harde schijf 2.5"" 600 gb sas",699
2544,"ibox hd-02 hdd-behuizing zwart 2.5""",9
2545,"icy dock mb720tk-b behuizing voor opslagstations hdd-/ssd-behuizing aluminium, zwart 2.5""",98
2546,"fujitsu s26462-f3500-l102 interne harde schijf 3.5"" 1000 gb sata iii",289
2547,"fujitsu s26462-f3500-l100 interne harde schijf 3.5"" 1000 gb sata iii",190
2548,icy dock mb095sp-b computerbehuizing onderdelen universeel hdd-behuizing,61
2549,delock 42003 behuizing voor opslagstations sdd-behuizing zwart m.2,36
2550,intronics mf 420 - 2.5 inch hdd mounting kit,9
2551,"startech.com 2,5 inch sata harde schijf naar 3,5 inch bay montageset",11
2552,adata hv620s usb type-a 3.0 (3.1 gen 1) 1000gb blauw,78
2553,"icy box dockingstation 2,5"" drive usb 3.0 adapter wit",30
2554,"hewlett packard enterprise 2tb 2.5"" 12g sas 2000gb sas interne harde schijf",1220
2555,"fujitsu 4tb 3.5"" 7.2k sata iii bc 4000gb sata iii interne harde schijf",569
2556,"hewlett packard enterprise 4tb 3.5"" 12g sas 4000gb sas interne harde schijf - [872487-b21]",339
2557,seagate enterprise performance 10k.9 1200gb sas interne harde schijf - [st1200mm0129],184
2558,"lenovo 1.8 tb, 2.5"", sas 1800gb sas interne harde schijf",459
2559,"delock 21333 hdd-/ssd-behuizing 2.5"" zilver opslagbehuizing",12
2560,hp 1.2tb sas 1200gb sas interne harde schijf - [787648-001],279
2561,seagate constellation constellation.2 2tb - [st2000nx0243],359
2562,"delock 47194 mobile rack voor 1x 2,5""sata hdd / ssd",47
2563,"dell 600gb, 10k rpm, sas 600gb serial attached scsi (sas)",289
2564,seagate constellation constellation.2 2tb - [st2000nx0253],359
2565,"seagate enterprise 1tb 2.5"" 1000gb serial attached scsi (sas)",249
2566,western digital wd10jplx,82
2567,"icy box-138sk-b/-ii mobile rack 3,5""",31
2568,western digital blue - [wds250g1b0b] m.2 ssd,107
2569,western digital wds480g1g0a solid state drive ssd,176
2570,dell 400-alrt 4gb nl-sas interne harde schijf,339
2571,dell 400-ajrc 600gb serial attached scsi (sas) interne harde schijf,309
2572,dell 740y7 300gb sas interne harde schijf,205
2573,dell 96g91 600gb sas interne harde schijf,246
2574,"delock 21291 3.5"" carrier panel blauw drive bay panel",9
2575,fujitsu s26361-f5675-l240 sata iii internal solid state drive ssd,539
2576,western digital wdbjrt0040bbk-wesn 4000gb zwart externe harde schijf,167
2577,adata hv620s 1000gb zwart externe harde schijf,55
2578,seagate expansion steg4000401 12tb zwart harde schijf,520
2579,digittrade rs256 externe harde schijf 4000 gb zilver,709
2580,intel sc2kb076t801 internal solid state drive ssd,1050
2581,"fujitsu s26361-f5733-l960 internal solid state drive 2.5"" 960 gb sata iii ssd",569
2582,verbatim store n go 1tb portable usb 3.2 externe ssd,124
2583,"fujitsu s26361-f5675-l948 internal solid state drive 2.5"" 480 gb sata iii ssd",339
2584,"innovation it 2.5"" 512gb innovationit black2 retail (qlc) 2.5"" sata iii qlc 3d nand ssd",34
2585,innovation it m.2 512gb innovationit black2 bulk (qlc) sata iii qlc 3d nand ssd,36
2586,"fujitsu s26361-f5783-l960 internal solid state drive 2.5"" 960 gb sata iii ssd",609
2587,"fujitsu s26361-f5783-l480 internal solid state drive 2.5"" 480 gb sata iii ssd",369
2588,"innovation it 2.5"" 256gb innovationit superior+ (256mb dram) retail 2.5"" tlc ssd",25
2589,"fujitsu s26361-f5783-l384 internal solid state drive 2.5"" 3840 gb sata iii ssd",2200
2590,intel pf2kx038tz01 internal solid state drive u.2 3840 gb pci express 4.0 nvme ssd,719
2591,"fujitsu s26361-f5776-l480 internal solid state drive 2.5"" 480 gb sata iii ssd",499
2592,"fujitsu s26361-f5865-l800 internal solid state drive 2.5"" 800 gb sas ssd",1770
2593,"fujitsu s26361-f5868-l160 internal solid state drive 2.5"" 1600 gb sas ssd",1880
2594,"fujitsu s26361-f5870-l192 internal solid state drive 2.5"" 1920 gb sas ssd",1780
2595,sandisk g-raid 2 disk array 24 tb desktop roestvrijstaal,1620
2596,fantec mr-35sata hot-swap bracket,42
2597,"icy box 20906 3,5"" naar 2,5"" converter hotswappable",29
2598,silverstone sst-sdp08b drive bay panel,13
2599,hewlett packard enterprise 1tb 6g sas sff,319
2600,hewlett packard enterprise 300gb 6g sas sff - [652564-b21],160
2601,hewlett packard enterprise 765455-b21 interne harde schijf,549
2602,hewlett packard enterprise 765466-b21 interne harde schijf,509
2603,hewlett packard enterprise 801888-b21 interne harde schijf,259
2604,hewlett packard enterprise msa 6tb 12g sas 7.2k lff(3.5in) midline 1yr,359
2605,lenovo thinkpad usb 3.0 1tb,269
2606,seagate constellation constellation.2 1tb - [st1000nx0333],249
2607,transcend 2tb storejet 25a3,80
2608,"icy dock mb082sp 2x2,25"" behuizing voor 3,5""",20
2609,seagate enterprise sata 1tb,219
2610,western digital blue - [wd20npvz],154
2611,raidsonic ib-2212u2 disk array zwart,78
2612,"icy box ib-166ssk-b mobile rack 3,5"" sata trayless",41
2613,"icy box ib-176ssk-b trayless 3,5"" sata mobile rack",64
2614,"icy box ib-2227sts mobile rack 2x2,5"" sata",58
2615,"fujitsu etasat3f-l internal solid state drive 2.5"" 3840 gb sas ssd",7410
2616,intel pe2ke032t807 internal solid state drive u.2 3200 gb pci express 3.1 tlc 3d nand nvme ssd,1040
2617,"intel sc2kg480gz01 internal solid state drive 2.5"" 480 gb sata iii ssd",170
2618,intel sckkb240gz01 internal solid state drive m.2 240 gb sata iii ssd,111
2619,freecom fhd-2 pro 20gb mobile usb 2 externe harde schijf,309
2620,"fujitsu py-ss19nnh internal solid state drive 2.5"" 1920 gb sas tlc ssd",2920
2621,"fujitsu py-ss38nnh internal solid state drive 2.5"" 3840 gb sas tlc ssd",6180
2622,"fujitsu py-ss80npf internal solid state drive 2.5"" 800 gb sas tlc ssd",989
2623,"icy box ib-170sk-b 3.5 trayless mobile rack 3,5""sata",50
2624,fujitsu s26361-f5630-l480 sata iii internal solid state drive ssd,359
2625,"fujitsu s26361-f5775-l480 internal solid state drive 3.5"" 480 gb sata iii ssd",489
2626,"fujitsu s26361-f5782-l960 internal solid state drive 3.5"" 960 gb sata iii ssd",589
2627,"akasa integral s 3.5""",49
2628,akasa n.stor - [ak-oa2ssa-bkv2],16
2629,sandisk g-drive externe harde schijf 18000 gb roestvrijstaal,689
2630,synology disk tray,6
2631,"hewlett packard enterprise msa 2060 disk array rack (2u) zilver, zwart",12267
2632,mushkin element m.2 128 gb pci express 3.0 3d nand nvme ssd,19
2633,"icy dock ez-fit lite mb290sp-b 2,5"" to 3,5"" bracket",14
2634,icy dock mb123srck-1b opslagbehuizing,62
2635,"icy dock mb991sk-b 2,5"" sata mobile rack voor 3,5""extern met slot",66
2636,"2,5"" sata mobile rack voor 3,5"" extern met slot",32
2637,icy dock mb992tray- b ez slide micro tray,32
2638,"icy box-2226sts 2x2,5"" mobile rack voor 3,5"" sata",50
2639,fantec mr-sa1041,139
2640,synology hdd tray type r2,20
2641,hewlett packard enterprise msa 600gb 12g sas 10k sff(2.5in) dual port enterprise 3yr,229
2642,"icy dock mb882sp-1s-1b 2,5"" sata naar 3,5"" sata converter intern",30
2643,"icy dock mb982sp-1s 2,5"" naar 3,5"" sata converter/mounting kit intern",50
2644,raidon carrier voor sr5600 / sr2611 / u6-2s-s2 /,25
2645,akasa ak-ien-03 drive bay panel,54
2646,aqua computer 53228 drive bay panel,87
2647,dell 400-ajrr interne harde schijf,279
2648,"hewlett packard enterprise 1tb, 12g sas, 7.2k rpm 1000gb serial attached scsi (sas)",299
2649,dell 300gb sas 300gb serial attached scsi (sas) - [400-ajrx],259
2650,"hewlett packard enterprise 8tb 3.5"" 12g sas 8000gb serial attached scsi (sas)",529
2651,"hewlett packard enterprise p04695-b21 interne harde schijf 3.5"" 600 gb sas",459
2652,"hewlett packard enterprise 832514r-b21 interne harde schijf 2.5"" 1000 gb sas",689
2653,synology fan 80*80*32_2 zwart,25
2654,synology fan 80*80*32_1 zwart,25
2655,port designs colorado shock buidelzak polyurethaan blauw,11
2656,qnap qvp-21a-04ch data-opslag-server nas tower ethernet lan zwart j1900 nas,459
2657,"hewlett packard enterprise 2tb 3.5"" 12g sas 3.5"" 2000 gb",239
2658,"delock 42593 ssd enclosure m.2"" zwart storage drive enclosure",61
2659,"dell 300gb 2.5"" 10k sas 2.5""",228
2660,"dell 3nkw7 interne harde schijf 2.5"" 300 gb sas",382
2661,"dell 400-22284 interne harde schijf 2.5"" 1000 gb sas",274
2662,"dell d1f14 interne harde schijf 2.5"" 600 gb sas",432
2663,"dell htygx interne harde schijf 2.5"" 600 gb sas",558
2664,"dell yj2kh interne harde schijf 2.5"" 300 gb sas",455
2665,"dell 01m0d interne harde schijf 2.5"" 1200 gb sas",349
2666,"seagate enterprise st2000nm017b interne harde schijf 3.5"" 2000 gb sata iii",143
2667,"seagate enterprise st2000nm018b interne harde schijf 3.5"" 2000 gb sas",157
2668,"seagate enterprise st4000nm024b interne harde schijf 3.5"" 4000 gb sata iii",161
2669,"seagate enterprise st4000nm025b interne harde schijf 3.5"" 4000 gb sas",209
2670,"seagate enterprise st6000nm020b interne harde schijf 3.5"" 6000 gb sas",249
2671,"seagate enterprise st8000nm018b interne harde schijf 3.5"" 8000 gb sas",279
2672,"dell 1tb 3.5"" sata 3.5"" 1000 gb",464
2673,"seagate enterprise st4000nm000b interne harde schijf 3.5"" 4000 gb sata iii",179
2674,"seagate enterprise st4000nm001b interne harde schijf 3.5"" 4000 gb sas",209
2675,"seagate ironwolf st6000vna01 interne harde schijf 3.5"" 6000 gb sata iii",268
2676,"dell 400-bift interne harde schijf 2.5"" 600 gb sas",138
2677,"icy dock mb411sko-b 2,5"" sata voor slim odd/ slim fdd",68
2678,"seagate barracuda st3000dma07 interne harde schijf 3.5"" 3000 gb sata iii",127
2679,"seagate barracuda st6000dma03 interne harde schijf 3.5"" 6000 gb sata iii",239
2680,"seagate ironwolf st3000vna07 interne harde schijf 3.5"" 3000 gb sata iii",158
2681,"fujitsu py-ch4t7g4 interne harde schijf 3.5"" 4000 gb sas",799
2682,"synology disk tray (type r8) drive bay panel 2,5/3,5"" bezelplaat zwart, zilver",27
2683,"seagate enterprise st14000nm004j interne harde schijf 3.5"" 14000 gb sas",359
2684,lacie 1big thunderbolt 3 20tb,1050
2685,"dell 400-aust interne harde schijf 3.5"" 2000 gb sata iii",249
2686,"hewlett packard enterprise p28352-b21 interne harde schijf 2.5"" 2400 gb sas",489
2687,"hewlett packard enterprise p28586-b21 interne harde schijf 2.5"" 1200 gb sas",289
2688,port designs colorado shock buidelzak polyurethaan rood,11
2689,akasa ak-enu3m2-04 behuizing voor opslagstations sdd-behuizing grijs m.2,54
2690,"fujitsu s26462-f3500-l202 interne harde schijf 3.5"" 2000 gb sata iii",369
2691,silverstone fdp01 montageset,18
2692,"hgst ultrastar c10k1800 1.2tb 2.5"" 1200 gb sas",479
2693,"seagate ironwolf pro st12000nt001 interne harde schijf 3.5"" 12000 gb",399
2694,"seagate ironwolf pro st18000nt001 interne harde schijf 3.5"" 18000 gb",559
2695,"cru dx115 6g 3.5"" zwart, grijs, wit",209
2696,"silverstone fs301 13,3 cm (5.25"") opslagschijflade zwart",49
2697,"delock 47232 behuizing voor opslagstations 2.5"" hdd-/ssd-behuizing zwart",92
2698,"delock 47233 behuizing voor opslagstations 5.25"" hdd-/ssd-behuizing zwart",169
2699,"seagate skyhawk 3.5"" 1000 gb sata iii",55
2700,"seagate skyhawk 3.5"" 2000 gb sata iii",69
2701,"seagate skyhawk 3.5"" 6000 gb sata iii",162
2702,"icy dock mb491tkl-b 2,5"" lockable drive tray voor mb491skl-b",37
2703,"cru dp25 2.5"" hdd-/ssd-behuizing zwart",184
2704,"western digital ultrastar 7k6 3.5"" 6000 gb sas",269
2705,"icy box-167ssk 3,5"" mobile rack voor 5,25"" hotswappable",34
2706,"western digital ultrastar dc hc330 3.5"" 10000 gb sata iii",359
2707,deltaco ram-2 montagekit,8
2708,"western digital ultrastar dc hc320 3.5"" 8000 gb sata iii",269
2709,"qnap tl-r1200s-rp behuizing voor opslagstations 2.5/3.5"" hdd-/ssd-behuizing zwart, grijs",1330
2710,"qnap tl-r400s behuizing voor opslagstations 2.5/3.5"" hdd-/ssd-behuizing zwart, grijs",409
2711,"qnap ts-h1283xu-rp e-2236 ethernet lan rack (2u) zwart, grijs nas",5390
2712,"fujitsu s26361-f5729-l912 interne harde schijf 2.5"" 1200 gb sas",479
2713,"fujitsu s26361-f5729-l960 interne harde schijf 2.5"" 600 gb sas",399
2714,conceptronic dde01b behuizing voor opslagstations,39
2715,"dell 400-asgs interne harde schijf 2.5"" 600 gb sas",259
2716,"hewlett packard enterprise p23863-b21 interne harde schijf 3.5"" 16000 gb sas",1370
2717,"dell 450gb sas 15000rpm 3.5""",436
2718,"hewlett packard enterprise 581311-001 interne harde schijf 2.5"" 600 gb sas",219
2719,qnap ts-832pxu,1260
2720,"qnap ts-1273au-rp-8g data-opslag-server v1500b ethernet lan rack (2u) zwart, grijs nas",3070
2721,"qnap ts-1673au-rp-16g data-opslag-server v1500b ethernet lan rack (3u) zwart, grijs nas",4070
2722,synology diskstation ds220+ j4025,1380
2723,"fujitsu s26361-f3956-l920 interne harde schijf 2.5"" 2000 gb sata iii",649
2724,"hewlett packard enterprise r0q54a interne harde schijf 2.5"" 600 gb sas",259
2725,"hewlett packard enterprise r0q55a interne harde schijf 2.5"" 1200 gb sas",309
2726,"hewlett packard enterprise r0q57a interne harde schijf 2.5"" 2400 gb sas",639
2727,"hewlett packard enterprise r0q65a interne harde schijf 2.5"" 1200 gb sas",2000
2728,"seagate exos x18 3.5"" 16000 gb sata iii",369
2729,"fujitsu s26361-f3590-l100 interne harde schijf 3.5"" 2000 gb sata ii",339
2730,qnap ts-1683xu-rp nas rack (3u) ethernet lan zwart e-2124,4930
2731,"dell 400-blew interne harde schijf 3.5"" 4000 gb nl-sas",399
2732,"seagate ironwolf st8000vna04 interne harde schijf 3.5"" 8000 gb sata iii",348
2733,dell 300gb sas 10k 300gb sas,234
2734,"dell 600gb sas 10000rpm 2.5"" 600gb sas",259
2735,dell 67tmt 2000gb sas interne harde schijf,547
2736,fujitsu 1.2tb 10k 512e sas-iii 1200gb sas,479
2737,dell 7fjw4 3000gb sas interne harde schijf,557
2738,toshiba 6tb sas 7200rpm 6000gb sas,209
2739,"hewlett packard enterprise 1tb 3.5"" sata iii 1000gb sata iii interne harde schijf",177
2740,seagate enterprise performance 10k.9 600gb sas interne harde schijf - [st600mm0099],175
2741,fujitsu s26361-f5637-l200 2000gb sata iii interne harde schijf,279
2742,seagate enterprise performance 10k.9 1200gb sas interne harde schijf - [st1200mm0009],191
2743,fujitsu s26361-f5636-l200 2000gb sata iii interne harde schijf,349
2744,"delock 21324 2.5"" opslagbehuizing",7
2745,hewlett packard enterprise 881457-b21 2400gb sas interne harde schijf,489
2746,hgst ultrastar 7k6 4000gb sata iii interne harde schijf - [0b35950],193
2747,fujitsu upgr 16x sff carrier panel,849
2748,qsan technology xcubesan xs1212d opslagserver rack (2u) ethernet lan zwart,7600
2749,dell 400-atjl 1200gb sas interne harde schijf,319
